date,open,low,high,volume,close,Name,Date,Positve,Negative,Neutral,Total,NeutralPos,NeutralNeg
2/15/2018,75.72,75.12,76.21,3416983,76.04,TGT,2/15/2018,28.34645669,11.81102362,59.84251969,889,31.5822601,11.81102362
2/16/2018,76.14,75.31,76.81,4251093,75.7,TGT,2/16/2018,32.48081841,13.29923274,54.21994885,782,32.48081841,15.68600017
2/20/2018,72.84,71.68,73.84,7049415,72.86,TGT,2/20/2018,38.02978236,10.53837342,51.43184422,873,38.02978236,15.71324548
2/21/2018,73.22,72.92,74.68,8609365,72.96,TGT,2/21/2018,33.33333333,12.31343284,54.35323383,804,33.33333333,14.56691529
2/22/2018,73.49,73.47,75.96,6900925,75.03,TGT,2/22/2018,31.66069295,10.51373955,57.8255675,837,32.87954417,10.51373955
2/23/2018,75.52,74.29,76.3,5404951,75.41,TGT,2/23/2018,31.25864454,9.681881051,59.05947441,723,33.71140267,9.681881051
2/26/2018,76.25,75.18,76.99,5754084,76.9,TGT,2/26/2018,34.77737665,9.747292419,55.47533093,831,34.77737665,10.87867777
2/27/2018,77.74,75.27,78.43,6175891,75.57,TGT,2/27/2018,32.17286915,11.76470588,56.06242497,833,32.17286915,12.30899719
2/28/2018,76.06,75.41,76.68,5440621,75.41,TGT,2/28/2018,30.34571063,10.88348271,58.77080666,781,32.50980101,10.88348271
3/1/2018,75.51,73,75.55,7084406,74.13,TGT,3/1/2018,33.78561737,12.89009498,53.32428765,737,33.78561737,16.17252361
3/2/2018,73.63,73.3,75.48,4956236,75.15,TGT,3/2/2018,33.22834646,11.18110236,55.59055118,635,33.22834646,12.19726747
3/5/2018,74.77,73.9475,75.75,7654766,75.14,TGT,3/5/2018,30.85221143,13.26860841,55.87918015,927,30.85221143,13.99614454
3/6/2018,74.25,69.94,74.64,20000888,71.79,TGT,3/6/2018,35.48387097,12.14824983,52.3678792,1457,35.48387097,16.38708691
3/7/2018,71.06,70.58,72.14,7684566,71.43,TGT,3/7/2018,30.26052104,13.32665331,56.41282565,998,30.26052104,13.52054394
3/8/2018,71.43,69.15,71.58,7868637,69.75,TGT,3/8/2018,37.17693837,11.82902584,50.99403579,1006,37.17693837,17.44170634
3/9/2018,70.38,69.33,70.82,6627315,70.49,TGT,3/9/2018,33.44709898,12.28668942,54.2662116,586,33.44709898,14.6271941
